Protein,Cluster
GCF_000654675_1_Myco_tube_M1212_V1_genomic',cluster9
GCF_000654695_1_Myco_tube_M1213_V1_genomic',cluster9
GCF_000654715_1_Myco_tube_M1215_V1_genomic',cluster9
GCF_000654735_1_Myco_tube_M1221_V1_genomic',cluster9
GCF_000654755_1_Myco_tube_M1232_V1_genomic',cluster9
GCF_000654775_1_Myco_tube_M1233_V1_genomic',cluster9
GCF_000654795_1_Myco_tube_M1236_V1_genomic',cluster9
GCF_000654815_1_Myco_tube_M1253_V1_genomic',cluster9
GCF_000654835_1_Myco_tube_M1270_V1_genomic',cluster5
GCF_000654855_1_Myco_tube_M1271_V1_genomic',cluster9
GCF_000654875_1_Myco_tube_M1273_V1_genomic',cluster9
GCF_000654895_1_Myco_tube_M1274_V1_genomic',cluster5
GCF_000654915_1_Myco_tube_M1283_V1_genomic',cluster9
GCF_000654935_1_Myco_tube_M1272_V1_genomic',cluster9
GCF_000654955_1_Myco_tube_M1287_V1_genomic',cluster9
GCF_000654975_1_Myco_tube_M1288_V1_genomic',cluster9
GCF_000654995_1_Myco_tube_M1292_V1_genomic',cluster5
GCF_000655015_1_Myco_tube_M1294_V1_genomic',cluster5
GCF_000655035_1_Myco_tube_M1295_V1_genomic',cluster9
GCF_000655055_1_Myco_tube_M1300_V1_genomic',cluster9
GCF_000655075_1_Myco_tube_M1304_V1_genomic',cluster9
GCF_000655095_1_Myco_tube_XTB13-180_V1_genomic',cluster4
GCF_000655115_1_Myco_tube_XTB13-182_V1_genomic',cluster4
GCF_000655135_1_Myco_tube_XTB13-183_V1_genomic',cluster1
GCF_000655155_1_Myco_tube_XTB13-184_V1_genomic',cluster1
GCF_000655175_1_Myco_tube_XTB13-186_V1_genomic',cluster4
GCF_000655195_1_Myco_tube_XTB13-187_V1_genomic',cluster4
GCF_000655215_1_Myco_tube_XTB13-188_V1_genomic',cluster1
GCF_000655235_1_Myco_tube_XTB13-190_V1_genomic',cluster1
GCF_000655255_1_Myco_tube_XTB13-191_V1_genomic',cluster4
GCF_000655275_1_Myco_tube_XTB13-192_V1_genomic',cluster1
GCF_000655295_1_Myco_tube_XTB13-193_V1_genomic',cluster5
GCF_000655315_1_Myco_tube_XTB13-194_V1_genomic',cluster4
GCF_000655335_1_Myco_tube_XTB13-195_V1_genomic',cluster4
GCF_000655355_1_Myco_tube_XTB13-196_V1_genomic',cluster4
GCF_000655375_1_Myco_tube_XTB13-197_V1_genomic',cluster4
GCF_000655395_1_Myco_tube_XTB13-198_V1_genomic',cluster5
GCF_000655415_1_Myco_tube_XTB13-199_V1_genomic',cluster5
GCF_000655435_1_Myco_tube_XTB13-200_V1_genomic',cluster4
GCF_000655455_1_Myco_tube_XTB13-203_V1_genomic',cluster4
GCF_000655475_1_Myco_tube_XTB13-204_V1_genomic',cluster5
GCF_000655495_1_Myco_tube_XTB13-205_V1_genomic',cluster4
GCF_000655515_1_Myco_tube_XTB13-206_V1_genomic',cluster4
GCF_000655535_1_Myco_tube_XTB13-208_V1_genomic',cluster4
GCF_000655555_1_Myco_tube_XTB13-209_V1_genomic',cluster5
GCF_000655575_1_Myco_tube_XTB13-210_V1_genomic',cluster6
GCF_000655595_1_Myco_tube_XTB13-211_V1_genomic',cluster1
GCF_000655615_1_Myco_tube_XTB13-212_V1_genomic',cluster1
GCF_000655635_1_Myco_tube_XTB13-213_V1_genomic',cluster4
GCF_000655655_1_Myco_tube_XTB13-214_V1_genomic',cluster1
GCF_000655675_1_Myco_tube_XTB13-216_V1_genomic',cluster5
GCF_000655695_1_Myco_tube_XTB13-217_V1_genomic',cluster4
GCF_000655715_1_Myco_tube_XTB13-218_V1_genomic',cluster4
GCF_000655735_1_Myco_tube_XTB13-219_V1_genomic',cluster4
GCF_000655775_1_Myco_tube_XTB13-225_V1_genomic',cluster1
GCF_000655795_1_Myco_tube_XTB13-227_V1_genomic',cluster1
GCF_000655815_1_Myco_tube_XTB13-228_V1_genomic',cluster4
GCF_000655835_1_Myco_tube_XTB13-229_V1_genomic',cluster4
GCF_000655855_1_Myco_tube_XTB13-230_V1_genomic',cluster1
GCF_000655875_1_Myco_tube_XTB13-231_V1_genomic',cluster4
GCF_000655895_1_Myco_tube_XTB13-232_V1_genomic',cluster4
GCF_000655915_1_Myco_tube_XTB13-233_V1_genomic',cluster1
GCF_000655935_1_Myco_tube_XTB13-234_V1_genomic',cluster1
GCF_000655955_1_Myco_tube_XTB13-235_V1_genomic',cluster4
GCF_000655975_1_Myco_tube_XTB13-237_V1_genomic',cluster1
GCF_000655995_1_Myco_tube_XTB13-238_V1_genomic',cluster4
GCF_000656015_1_Myco_tube_XTB13-239_V1_genomic',cluster5
GCF_000656035_1_Myco_tube_XTB13-240_V1_genomic',cluster5
GCF_000656055_1_Myco_tube_XTB13-241_V1_genomic',cluster4
GCF_000656075_1_Myco_tube_XTB13-242_V1_genomic',cluster4
GCF_000656095_1_Myco_tube_XTB13-244_V1_genomic',cluster1
GCF_000656115_1_Myco_tube_XTB13-245_V1_genomic',cluster4
GCF_000656135_1_Myco_tube_XTB13-246_V1_genomic',cluster1
GCF_000656155_1_Myco_tube_XTB13-247_V1_genomic',cluster1
GCF_000656175_1_Myco_tube_XTB13-249_V1_genomic',cluster5
GCF_000656195_1_Myco_tube_XTB13-250_V1_genomic',cluster4
GCF_000656215_1_Myco_tube_XTB13-251_V1_genomic',cluster4
GCF_000656235_1_Myco_tube_XTB13-252_V1_genomic',cluster4
GCF_000656255_1_Myco_tube_XTB13-253_V1_genomic',cluster5
GCF_000656275_1_Myco_tube_XTB13-255_V1_genomic',cluster1
GCF_000656295_1_Myco_tube_XTB13-256_V1_genomic',cluster4
GCF_000656315_1_Myco_tube_XTB13-262_V1_genomic',cluster4
GCF_000656335_1_Myco_tube_XTB13-265_V1_genomic',cluster4
GCF_000656355_1_Myco_tube_XTB13-278_V1_genomic',cluster5
GCF_000656375_1_Myco_tube_XTB13-290_V1_genomic',cluster4
GCF_000656395_1_Myco_tube_XTB13-299_V1_genomic',cluster4
GCF_000656415_1_Myco_tube_UT0117_V1_genomic',cluster5
GCF_000656435_1_Myco_tube_UT0006_V1_genomic',cluster5
GCF_000656455_1_Myco_tube_UT0014_V1_genomic',cluster5
GCF_000656475_1_Myco_tube_UT0028_V1_genomic',cluster5
GCF_000656495_1_Myco_tube_UT0032_V1_genomic',cluster5
GCF_000656515_1_Myco_tube_UT0054_V1_genomic',cluster4
GCF_000656535_1_Myco_tube_UT0073_V1_genomic',cluster5
GCF_000656555_1_Myco_tube_UT0074_V1_genomic',cluster5
GCF_000656575_1_Myco_tube_UT0098_V1_genomic',cluster5
GCF_000656595_1_Myco_tube_UT0101_V1_genomic',cluster5
GCF_000656615_1_Myco_tube_UT0103_V1_genomic',cluster5
GCF_000656635_1_Myco_tube_UT0119_V1_genomic',cluster4
GCF_000656655_1_Myco_tube_2233BH_V1_genomic',cluster5
GCF_000656675_1_Myco_tube_3280CJ_V1_genomic',cluster5
GCF_000656695_1_Myco_tube_TKK_04_0125_V1_genomic',cluster5
GCF_000656715_1_Myco_tube_TKK_04_0126_V1_genomic',cluster4
GCF_000656735_1_Myco_tube_TKK_04_0129_V1_genomic',cluster1
GCF_000656755_1_Myco_tube_TKK_04_0130_V1_genomic',cluster1
GCF_000656775_1_Myco_tube_TKK_04_0131_V1_genomic',cluster4
GCF_000656795_1_Myco_tube_TKK_04_0132_V1_genomic',cluster1
GCF_000656815_1_Myco_tube_TKK_04_0134_V1_genomic',cluster4
GCF_000656835_1_Myco_tube_TKK_04_0136_V1_genomic',cluster4
GCF_000656855_1_Myco_tube_TKK_04_0137_V1_genomic',cluster1
GCF_000656875_1_Myco_tube_TKK_04_0139_V1_genomic',cluster5
GCF_000656895_1_Myco_tube_TKK_04_0140_V1_genomic',cluster5
GCF_000656915_1_Myco_tube_TKK_04_0145_V1_genomic',cluster1
GCF_000656935_1_Myco_tube_TKK_04_0148_V1_genomic',cluster5
GCF_000656955_1_Myco_tube_TKK_04_0149_V1_genomic',cluster4
GCF_000656975_1_Myco_tube_TKK_04_0150_V1_genomic',cluster1
GCF_000656995_1_Myco_tube_TKK_04_0153_V1_genomic',cluster5
GCF_000657015_1_Myco_tube_TKK_04_0155_V1_genomic',cluster5
GCF_000657035_1_Myco_tube_TKK_04_0158_V1_genomic',cluster1
GCF_000657055_1_Myco_tube_TKK_04_0159_V1_genomic',cluster4
GCF_000657075_1_Myco_tube_TKK_04_0104_V1_genomic',cluster1
GCF_000657095_1_Myco_tube_NRITLD44_V1_genomic',cluster5
GCF_000657115_1_Myco_tube_NRITLD45_V1_genomic',cluster5
GCF_000657135_1_Myco_tube_NRITLD47_V1_genomic',cluster4
GCF_000657155_1_Myco_tube_NRITLD49_V1_genomic',cluster6
GCF_000657175_1_Myco_tube_NRITLD50_V1_genomic',cluster6
GCF_000657195_1_Myco_tube_NRITLD51_V1_genomic',cluster6
GCF_000657215_1_Myco_tube_NRITLD53_V1_genomic',cluster4
GCF_000657235_1_Myco_tube_NRITLD54_V1_genomic',cluster5
GCF_000657255_1_Myco_tube_NRITLD55_V1_genomic',cluster4
GCF_000657275_1_Myco_tube_NRITLD56_V1_genomic',cluster4
GCF_000657295_1_Myco_tube_NRITLD57_V1_genomic',cluster5
GCF_000657315_1_Myco_tube_NRITLD59_V1_genomic',cluster4
GCF_000657335_1_Myco_tube_NRITLD60_V1_genomic',cluster5
GCF_000657355_1_Myco_tube_NRITLD09_V1_genomic',cluster4
GCF_000657375_1_Myco_tube_NRITLD10_V1_genomic',cluster4
GCF_000657395_1_Myco_tube_NRITLD11_V1_genomic',cluster4
GCF_000657415_1_Myco_tube_NRITLD12_V1_genomic',cluster4
GCF_000657435_1_Myco_tube_NRITLD13_V1_genomic',cluster4
GCF_000657455_1_Myco_tube_NRITLD14_V1_genomic',cluster5
GCF_000657475_1_Myco_tube_NRITLD15_V1_genomic',cluster4
GCF_000657495_1_Myco_tube_NRITLD16_V1_genomic',cluster4
GCF_000657515_1_Myco_tube_NRITLD17_V1_genomic',cluster5
GCF_000657535_1_Myco_tube_NRITLD19_V1_genomic',cluster4
GCF_000657555_1_Myco_tube_NRITLD20_V1_genomic',cluster5
GCF_000657575_1_Myco_tube_NRITLD21_V1_genomic',cluster4
GCF_000657595_1_Myco_tube_NRITLD31_V1_genomic',cluster5
GCF_000657615_1_Myco_tube_NRITLD33_V1_genomic',cluster5
GCF_000657635_1_Myco_tube_NRITLD34_V1_genomic',cluster5
GCF_000657655_1_Myco_tube_NRITLD37_V1_genomic',cluster4
GCF_000657675_1_Myco_tube_NRITLD38_V1_genomic',cluster4
GCF_000657835_1_Myco_tube_TKK-01-0036_V1_genomic',cluster1
GCF_000657855_1_Myco_tube_SK-B_V1_genomic',cluster4
GCF_000657875_1_Myco_tube_UT0026_V1_genomic',cluster5
GCF_000657895_1_Myco_tube_UT0046_V1_genomic',cluster9
GCF_000657915_1_Myco_tube_UT0075_V1_genomic',cluster5
GCF_000657935_1_Myco_tube_KT-_0018_V1_genomic',cluster4
GCF_000657955_1_Myco_tube_KT-0037_V1_genomic',cluster4
GCF_000657975_1_Myco_tube_KT-0040_V1_genomic',cluster5
GCF_000657995_1_Myco_tube_KT-0067_V1_genomic',cluster4
GCF_000658015_1_Myco_tube_KT-0081_V1_genomic',cluster4
GCF_000658035_1_Myco_tube_UT0049_V1_genomic',cluster5
GCF_000658055_1_Myco_tube_UT0043_V1_genomic',cluster5
GCF_000658075_1_Myco_tube_UT0047_V1_genomic',cluster4
GCF_000658095_1_Myco_tube_XTB13-110_V1_genomic',cluster4
GCF_000658115_1_Myco_tube_XTB13-123_V1_genomic',cluster4
GCF_000658135_1_Myco_tube_XTB13-142_V1_genomic',cluster4
GCF_000658155_1_Myco_tube_XTB13-173_V1_genomic',cluster4
GCF_000658175_1_Myco_tube_MD18320_V1_genomic',cluster5
GCF_000658195_1_Myco_tube_MD18486_V1_genomic',cluster5
GCF_000658215_1_Myco_tube_MD20344_V1_genomic',cluster5
GCF_000658235_1_Myco_tube_MD16764_V1_genomic',cluster4
GCF_000658255_1_Myco_tube_MD17749_V1_genomic',cluster4
GCF_000658275_1_Myco_tube_MD16765_V1_genomic',cluster1
GCF_000658295_1_Myco_tube_02_1987_V1_genomic',cluster4
GCF_000658315_1_Myco_tube_TB_RSA54_V1_genomic',cluster5
GCF_000658335_1_Myco_tube_M1029_V1_genomic',cluster9
GCF_000658355_1_Myco_tube_M1030_V1_genomic',cluster9
GCF_000658375_1_Myco_tube_M1926_V1_genomic',cluster4
GCF_000658395_1_Myco_tube_M2352_V1_genomic',cluster9
GCF_000658415_1_Myco_tube_BTB07-168_V1_genomic',cluster5
GCF_000658435_1_Myco_tube_2485AR_V1_genomic',cluster5
GCF_000658455_1_Myco_tube_2483AR_V1_genomic',cluster5
GCF_000658475_1_Myco_tube_2482AR_V1_genomic',cluster5
GCF_000658495_1_Myco_tube_2101HD_V1_genomic',cluster5
GCF_000658515_1_Myco_tube_2196MM_V1_genomic',cluster5
GCF_000658535_1_Myco_bovi_D_4155_V1_genomic',cluster5
GCF_000658555_1_Myco_bovi_Kc_32216_V1_genomic',cluster5
GCF_000658575_1_Myco_tube_TKK_04_0062_V1_genomic',cluster1
GCF_000658595_1_Myco_tube_TKK_05MA_0009_V1_genomic',cluster5
GCF_000658615_1_Myco_tube_TKK_05MA_0051_V1_genomic',cluster1
GCF_000658635_1_Myco_tube_TKK_05SA_0011_V1_genomic',cluster1
GCF_000658655_1_Myco_tube_TKK_05SA_0020_V1_genomic',cluster5
GCF_000658675_1_Myco_tube_TKK_05SA_0026_V1_genomic',cluster1
GCF_000658695_1_Myco_tube_TKK_04_0095_V1_genomic',cluster1
GCF_000658715_1_Myco_tube_TKK_04_0097_V1_genomic',cluster1
GCF_000658735_1_Myco_tube_TKK_04_0108_V1_genomic',cluster1
GCF_000658755_1_Myco_tube_TKK_04_0112_V1_genomic',cluster1
GCF_000658775_1_Myco_tube_TKK_04_0118_V1_genomic',cluster1
GCF_000658795_1_Myco_tube_TKK_04_0141_V1_genomic',cluster1
GCF_000658815_1_Myco_tube_TKK_04_0157_V1_genomic',cluster1
GCF_000658835_1_Myco_tube_TB_RSA77_V1_genomic',cluster5
GCF_000658855_1_Myco_tube_BTB09-377_V1_genomic',cluster4
GCF_000658875_1_Myco_tube_BTB09-565_V1_genomic',cluster9
GCF_000658905_1_Myco_tube_BTB10-253_V1_genomic',cluster5
GCF_000658925_1_Myco_tube_BTB10-258_V1_genomic',cluster4
GCF_000658945_1_Myco_tube_BTB_10-308_V1_genomic',cluster5
GCF_000659005_1_Myco_tube_BTB10-092_V1_genomic',cluster9
GCF_000659025_1_Myco_tube_TKK-01-0008_V3_genomic',cluster4
GCF_000659045_1_Myco_tube_TKK-01-0017_V3_genomic',cluster1
GCF_000659065_1_Myco_tube_TKK-01-0021_V3_genomic',cluster4
GCF_000659085_1_Myco_tube_TKK-01-0023_V3_genomic',cluster4
GCF_000659105_1_Myco_tube_TKK-01-0026_V3_genomic',cluster5
GCF_000659125_1_Myco_tube_TKK-01-0032_V3_genomic',cluster5
GCF_000659145_1_Myco_tube_TKK-01-0069_V3_genomic',cluster1
GCF_000659165_1_Myco_tube_TKK-01-0072_V3_genomic',cluster5
GCF_000659185_1_Myco_tube_TKK-01-0080_V3_genomic',cluster9
GCF_000659205_1_Myco_tube_TKK_02_0004_V1_genomic',cluster1
GCF_000659225_1_Myco_tube_TKK_02_0005_V1_genomic',cluster1
GCF_000659245_1_Myco_tube_TKK_02_0007_V1_genomic',cluster1
GCF_000659265_1_Myco_tube_TKK_02_0008_V1_genomic',cluster1
GCF_000659285_1_Myco_tube_TKK_02_0009_V1_genomic',cluster1
GCF_000659305_1_Myco_tube_TKK_02_0010_V1_genomic',cluster4
GCF_000659325_1_Myco_tube_TKK_02_0011_V1_genomic',cluster4
GCF_000659345_1_Myco_tube_TKK_02_0023_V1_genomic',cluster1
GCF_000659365_1_Myco_tube_TKK_02_0024_V1_genomic',cluster1
GCF_000659385_1_Myco_tube_TKK_02_0026_V1_genomic',cluster1
GCF_000659405_1_Myco_tube_TKK_02_0028_V1_genomic',cluster1
GCF_000659425_1_Myco_tube_TKK_02_0029_V1_genomic',cluster1
GCF_000659445_1_Myco_tube_TKK_02_0030_V1_genomic',cluster1
GCF_000659465_1_Myco_tube_TKK_02_0031_V1_genomic',cluster1
GCF_000659485_1_Myco_tube_TKK_02_0035_V1_genomic',cluster7
GCF_000659505_1_Myco_tube_TKK_02_0037_V1_genomic',cluster7
GCF_000659525_1_Myco_tube_TKK_02_0040_V1_genomic',cluster1
GCF_000659545_1_Myco_tube_TKK_02_0041_V1_genomic',cluster1
GCF_000659565_1_Myco_tube_TKK_02_0042_V1_genomic',cluster5
GCF_000659585_1_Myco_tube_TKK_02_0043_V1_genomic',cluster1
GCF_000659605_1_Myco_tube_TKK_02_0044_V1_genomic',cluster1
GCF_000659625_1_Myco_tube_TKK_02_0047_V1_genomic',cluster1
GCF_000659645_1_Myco_tube_TKK_02_0048_V1_genomic',cluster1
GCF_000659665_1_Myco_tube_TKK_02_0049_V1_genomic',cluster1
GCF_000659685_1_Myco_tube_TKK_02_0050_V1_genomic',cluster1
GCF_000659705_1_Myco_tube_TKK_02_0051_V1_genomic',cluster1
GCF_000659725_1_Myco_tube_TKK_02_0053_V1_genomic',cluster1
GCF_000659745_1_Myco_tube_TKK_02_0055_V1_genomic',cluster4
GCF_000659765_1_Myco_tube_TKK_02_0056_V1_genomic',cluster1
GCF_000659785_1_Myco_tube_TKK_02_0057_V1_genomic',cluster1
GCF_000659805_1_Myco_tube_TKK_02_0058_V1_genomic',cluster1
GCF_000659825_1_Myco_tube_TKK_02_0059_V1_genomic',cluster1
GCF_000659845_1_Myco_tube_TKK_02_0060_V1_genomic',cluster1
GCF_000659865_1_Myco_tube_TKK_02_0065_V1_genomic',cluster1
GCF_000659885_1_Myco_tube_TKK_02_0066_V1_genomic',cluster5
GCF_000659905_1_Myco_tube_TKK_02_0074_V1_genomic',cluster5
GCF_000659925_1_Myco_tube_TKK_02_0075_V1_genomic',cluster5
GCF_000659945_1_Myco_tube_TKK_02_0076_V1_genomic',cluster1
GCF_000659965_1_Myco_tube_TKK_02_0079_V1_genomic',cluster5
GCF_000659985_1_Myco_tube_TKK_02_0080_V1_genomic',cluster4
GCF_000660005_1_Myco_tube_OFXR-2_V1_genomic',cluster4
GCF_000660025_1_Myco_tube_OFXR-3_V1_genomic',cluster5
GCF_000660045_1_Myco_tube_OFXR-4_V1_genomic',cluster5
GCF_000660065_1_Myco_tube_OFXR-5_V1_genomic',cluster5
GCF_000660085_1_Myco_tube_OFXR-7_V1_genomic',cluster5
GCF_000660105_1_Myco_tube_OFXR-10_V1_genomic',cluster4
GCF_000660125_1_Myco_tube_OFXR-11_V1_genomic',cluster4
GCF_000660145_1_Myco_tube_OFXR-12_V1_genomic',cluster4
GCF_000660165_1_Myco_tube_OFXR-13_V1_genomic',cluster4
GCF_000660185_1_Myco_tube_OFXR-14_V1_genomic',cluster5
GCF_000660205_1_Myco_tube_OFXR-15_V1_genomic',cluster4
GCF_000660225_1_Myco_tube_OFXR-16_V1_genomic',cluster4
GCF_000660245_1_Myco_tube_TKK-01-0001_V1_genomic',cluster1
GCF_000660265_1_Myco_tube_TKK-01-0002_V1_genomic',cluster4
GCF_000660285_1_Myco_tube_TKK-01-0003_V1_genomic',cluster4
GCF_000660305_1_Myco_tube_TKK-01-0004_V1_genomic',cluster1
GCF_000660325_1_Myco_tube_TKK-01-0005_V1_genomic',cluster4
GCF_000660345_1_Myco_tube_TKK-01-0006_V1_genomic',cluster1
GCF_000660365_1_Myco_tube_TKK-01-0007_V1_genomic',cluster5
GCF_000660385_1_Myco_tube_TKK-01-0009_V1_genomic',cluster5
GCF_000660405_1_Myco_tube_TKK-01-0010_V1_genomic',cluster5
GCF_000660425_1_Myco_tube_TKK-01-0011_V1_genomic',cluster5
GCF_000660445_1_Myco_tube_TKK-01-0012_V1_genomic',cluster1
GCF_000660465_1_Myco_tube_TKK-01-0013_V1_genomic',cluster4
GCF_000660485_1_Myco_tube_TKK-01-0014_V1_genomic',cluster5
GCF_000660505_1_Myco_tube_TKK-01-0015_V1_genomic',cluster5
GCF_000660525_1_Myco_tube_TKK-01-0016_V1_genomic',cluster5
GCF_000660545_1_Myco_tube_TKK-01-0018_V1_genomic',cluster5
GCF_000660565_1_Myco_tube_TKK-01-0019_V1_genomic',cluster5
GCF_000660585_1_Myco_tube_TKK-01-0022_V1_genomic',cluster5
GCF_000660605_1_Myco_tube_TKK-01-0024_V1_genomic',cluster4
GCF_000660625_1_Myco_tube_TKK-01-0025_V1_genomic',cluster1
GCF_000660645_1_Myco_tube_TKK-01-0027_V1_genomic',cluster4
GCF_000660665_1_Myco_tube_TKK-01-0028_V1_genomic',cluster7
GCF_000660685_1_Myco_tube_TKK-01-0029_V1_genomic',cluster5
GCF_000660705_1_Myco_tube_TKK-01-0030_V1_genomic',cluster5
GCF_000660725_1_Myco_tube_TKK-01-0031_V1_genomic',cluster7
GCF_000660745_1_Myco_tube_TKK-01-0033_V1_genomic',cluster1
GCF_000660765_1_Myco_tube_TKK-01-0034_V1_genomic',cluster7
GCF_000660785_1_Myco_tube_TKK-01-0035_V1_genomic',cluster1
GCF_000660805_1_Myco_tube_TKK-01-0037_V1_genomic',cluster1
GCF_000660825_1_Myco_tube_TKK-01-0038_V1_genomic',cluster5
GCF_000660845_1_Myco_tube_TKK-01-0039_V1_genomic',cluster4
GCF_000660865_1_Myco_tube_TKK-01-0040_V1_genomic',cluster1
GCF_000660885_1_Myco_tube_TKK-01-0041_V1_genomic',cluster5
GCF_000660905_1_Myco_tube_TKK-01-0042_V1_genomic',cluster5
GCF_000660925_1_Myco_tube_TKK-01-0043_V1_genomic',cluster4
GCF_000660945_1_Myco_tube_TKK-01-0044_V1_genomic',cluster5
GCF_000660965_1_Myco_tube_TKK-01-0045_V1_genomic',cluster7
GCF_000660985_1_Myco_tube_TKK-01-0046_V1_genomic',cluster4
GCF_000661005_1_Myco_tube_TKK-01-0047_V1_genomic',cluster3
GCF_000661025_1_Myco_tube_TKK-01-0048_V1_genomic',cluster1
GCF_000661045_1_Myco_tube_TKK-01-0049_V1_genomic',cluster5
GCF_000661065_1_Myco_tube_TKK-01-0050_V1_genomic',cluster5
GCF_000661105_1_Myco_tube_TKK-01-0052_V1_genomic',cluster1
GCF_000661125_1_Myco_tube_TKK-01-0053_V1_genomic',cluster5
GCF_000661145_1_Myco_tube_TKK-01-0054_V1_genomic',cluster7
GCF_000661165_1_Myco_tube_TKK-01-0055_V1_genomic',cluster4
GCF_000661185_1_Myco_tube_TKK-01-0056_V1_genomic',cluster3
GCF_000661205_1_Myco_tube_TKK-01-0057_V1_genomic',cluster5
GCF_000661225_1_Myco_tube_TKK-01-0058_V1_genomic',cluster5
GCF_000661245_1_Myco_tube_TKK-01-0060_V1_genomic',cluster5
GCF_000661265_1_Myco_tube_TKK-01-0061_V1_genomic',cluster5
GCF_000661285_1_Myco_tube_TKK-01-0062_V1_genomic',cluster4
GCF_000661305_1_Myco_tube_TKK-01-0063_V1_genomic',cluster5
GCF_000661325_1_Myco_tube_TKK-01-0064_V1_genomic',cluster5
GCF_000661345_1_Myco_tube_TKK-01-0065_V1_genomic',cluster3
GCF_000661365_1_Myco_tube_TKK-01-0066_V1_genomic',cluster5
GCF_000661385_1_Myco_tube_TKK-01-0067_V1_genomic',cluster4
GCF_000661405_1_Myco_tube_TKK-01-0068_V1_genomic',cluster1
GCF_000661425_1_Myco_tube_TKK-01-0070_V1_genomic',cluster9
GCF_000661445_1_Myco_tube_TKK-01-0071_V1_genomic',cluster1
GCF_000661465_1_Myco_tube_TKK-01-0073_V1_genomic',cluster1
GCF_000661485_1_Myco_tube_TKK-01-0074_V1_genomic',cluster1
GCF_000661505_1_Myco_tube_TKK-01-0075_V1_genomic',cluster1
GCF_000661525_1_Myco_tube_TKK-01-0076_V1_genomic',cluster1
GCF_000661555_1_Myco_tube_TKK-01-0078_V1_genomic',cluster4
GCF_000661575_1_Myco_tube_TKK-01-0079_V1_genomic',cluster4
GCF_000661595_1_Myco_tube_TKK-01-0081_V1_genomic',cluster1
GCF_000661615_1_Myco_tube_TKK-01-0082_V1_genomic',cluster4
GCF_000661635_1_Myco_tube_TKK-01-0083_V1_genomic',cluster5
GCF_000661655_1_Myco_tube_TKK-01-0084_V1_genomic',cluster1
GCF_000661675_1_Myco_tube_TKK-01-0085_V1_genomic',cluster5
GCF_000661695_1_Myco_tube_TKK-01-0086_V1_genomic',cluster5
GCF_000661715_1_Myco_tube_TKK-01-0087_V1_genomic',cluster5
GCF_000661735_1_Myco_tube_TKK-01-0088_V1_genomic',cluster4
GCF_000661755_1_Myco_tube_TKK-01-0089_V1_genomic',cluster5
GCF_000661775_1_Myco_tube_TKK-01-0090_V1_genomic',cluster5
GCF_000661795_1_Myco_tube_TKK-01-0091_V1_genomic',cluster1
GCF_000661815_1_Myco_tube_TKK-01-0092_V1_genomic',cluster4
GCF_000661835_1_Myco_tube_TKK-01-0093_V1_genomic',cluster4
GCF_000661855_1_Myco_tube_TKK-01-0094_V1_genomic',cluster4
GCF_000662355_1_Myco_tube_TKK-01-0077_V1_genomic',cluster5
GCF_000662465_1_Myco_tube_M1309_V1_genomic',cluster5
GCF_000662485_1_Myco_tube_M1310_V1_genomic',cluster9
GCF_000662505_1_Myco_tube_M1315_V1_genomic',cluster9
GCF_000662525_1_Myco_tube_M1317_V1_genomic',cluster9
GCF_000662545_1_Myco_tube_M1319_V1_genomic',cluster9
GCF_000662565_1_Myco_tube_M1324_V1_genomic',cluster9
GCF_000662585_1_Myco_tube_M1325_V1_genomic',cluster9
GCF_000662605_1_Myco_tube_M1340_V1_genomic',cluster9
GCF_000662625_1_Myco_tube_M1373_V1_genomic',cluster9
GCF_000662645_1_Myco_tube_M1374_V1_genomic',cluster5
GCF_000662665_1_Myco_tube_M1381_V1_genomic',cluster9
GCF_000662685_1_Myco_tube_M1384_V1_genomic',cluster9
GCF_000662705_1_Myco_tube_M1389_V1_genomic',cluster9
GCF_000662725_1_Myco_tube_M1392_V1_genomic',cluster9
GCF_000662745_1_Myco_tube_M1393_V1_genomic',cluster5
GCF_000662765_1_Myco_tube_M1397_V1_genomic',cluster4
GCF_000662785_1_Myco_tube_M1400_V1_genomic',cluster9
GCF_000662805_1_Myco_tube_M1402_V1_genomic',cluster9
GCF_000662825_1_Myco_tube_M1404_V1_genomic',cluster9
GCF_000662845_1_Myco_tube_M1410_V1_genomic',cluster9
GCF_000662865_1_Myco_tube_M1415_V1_genomic',cluster9
GCF_000662885_1_Myco_tube_M1416_V1_genomic',cluster9
GCF_000662905_1_Myco_tube_M1417_V1_genomic',cluster9
GCF_000662925_1_Myco_tube_M1418_V1_genomic',cluster9
GCF_000662945_1_Myco_tube_M1422_V1_genomic',cluster9
GCF_000662965_1_Myco_tube_M1424_V1_genomic',cluster9
GCF_000662985_1_Myco_tube_M1425_V1_genomic',cluster9
GCF_000663005_1_Myco_tube_M1429_V1_genomic',cluster9
GCF_000663025_1_Myco_tube_M1431_V1_genomic',cluster9
GCF_000663045_1_Myco_tube_M1438_V1_genomic',cluster9
GCF_000663065_1_Myco_tube_M1439_V1_genomic',cluster9
GCF_000663085_1_Myco_tube_M1441_V1_genomic',cluster9
GCF_000663105_1_Myco_tube_M1444_V1_genomic',cluster9
GCF_000663125_1_Myco_tube_M1448_V1_genomic',cluster9
GCF_000663145_1_Myco_tube_M1449_V1_genomic',cluster9
GCF_000663165_1_Myco_tube_M1700_V1_genomic',cluster4
GCF_000663185_1_Myco_tube_M1452_V1_genomic',cluster9
